AN_REFERENCIA;NM_MUNICIPIO_IES_CAPES;SG_UF_IES_CAPES;NM_REGIAO_IES_CAPES;NM_IES_CAPES;CD_IES_CAPES;SG_IES_CAPES;NM_NATUREZA_JURIDICA;SG_PROGRAMA_FOMENTO;CD_PROGRAMA;NM_PROGRAMA;NM_GRANDE_AREA;NM_AREA_AVALIACAO;NM_AREA_CONHECIMENTO;NM_NIVEL_PADRAO;QT_BOLSAS_CONCEDIDAS;TP_PROGRAMA
2022;RECIFE;PE;NORDESTE;UNIVERSIDADE DE PERNAMBUCO;25004018;UPE;ESTADUAL;FACEPE;25004018009P7;CIENCIAS DA SAUDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;PÓS-DOUTORADO;1;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;22003010017P5;BIOTECNOLOGIA - Rede RENORBIO;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;8;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012001P0;Linguística e Literatura;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LETRAS;DOUTORADO;2;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012002P6;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA DA MATÉRIA CONDENSADA;DOUTORADO;6;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012010P9;AGRONOMIA (PRODUÇÃO VEGETAL);CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;4;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012011P5;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;5;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012014P4;DINÂMICA DO ESPAÇO HABITADO;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA, URBANISMO E DESIGN;ARQUITETURA E URBANISMO;DOUTORADO;3;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012016P7;SERVIÇO SOCIAL;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL;DOUTORADO;3;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012023P3;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;6;ESTRATÉGICO
2022;MACEIÓ;AL;NORDESTE;UNIVERSIDADE FEDERAL DE ALAGOAS;26001012;UFAL;FEDERAL;FAPEAL;26001012029P1;PROTEÇÃO DE PLANTAS;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;FITOSSANIDADE;DOUTORADO;3;ESTRATÉGICO
2022;BELÉM;PA;NORTE;UNIVERSIDADE FEDERAL DO PARÁ;15001016;UFPA;FEDERAL;FAPEAM;15001016004P8;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;1;ESTRATÉGICO
2022;BELÉM;PA;NORTE;UNIVERSIDADE FEDERAL DO PARÁ;15001016;UFPA;FEDERAL;FAPEAM;15001016036P7;SERVIÇO SOCIAL;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL;DOUTORADO;1;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;UNIVERSIDADE FEDERAL DA BAHIA;28001010;UFBA;FEDERAL;FAPEAM;28001010013P7;SAÚDE COLETIVA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;DOUTORADO;2;ESTRATÉGICO
2022;SALVADOR;BA;NORDESTE;UNIVERSIDADE DO ESTADO DA BAHIA;28005015;UNEB;ESTADUAL;FAPEAM;28005015001P0;EDUCAÇÃO E CONTEMPORANEIDADE;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;VITÓRIA;ES;SUDESTE;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;30001013;UFES;FEDERAL;FAPEAM;30001013006P3;PSICOLOGIA;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;FAPEAM;31001017001P4;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;31001017;UFRJ;FEDERAL;FAPEAM;31001017029P6;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;1;ESTRATÉGICO
2022;NITERÓI;RJ;SUDESTE;UNIVERSIDADE FEDERAL FLUMINENSE;31003010;UFF;FEDERAL;FAPEAM;31003010073P1;ESTUDOS DE LINGUAGEM;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LINGÜÍSTICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;31004016;UERJ;ESTADUAL;FAPEAM;31004016009P4;LETRAS;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LITERATURA BRASILEIRA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;31005012;PUC-RIO;PARTICULAR;FAPEAM;31005012013P8;Engenharia Química, de Materiais e Processos Ambientais;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA DE MATERIAIS E METALÚRGICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;INSTITUTO MILITAR DE ENGENHARIA;31007015;IME;FEDERAL;FAPEAM;31007015006P4;CIÊNCIA DOS MATERIAIS;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA DE MATERIAIS E METALÚRGICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);31010016;FIOCRUZ;FEDERAL;FAPEAM;31010016002P6;SAÚDE PÚBLICA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE PÚBLICA;DOUTORADO;1;ESTRATÉGICO
2022;RIO DE JANEIRO;RJ;SUDESTE;FUNDAÇÃO GETÚLIO VARGAS ( RJ );31011012;FGV/RJ;PARTICULAR;FAPEAM;31011012012P8;HISTÓRIA, POLÍTICA E BENS CULTURAIS;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA;DOUTORADO;1;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE FEDERAL DE MINAS GERAIS;32001010;UFMG;FEDERAL;FAPEAM;32001010015P8;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;1;ESTRATÉGICO
2022;BELO HORIZONTE;MG;SUDESTE;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;32025017;UEMG;ESTADUAL;FAPEAM;32025017002P2;DESIGN;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA, URBANISMO E DESIGN;DESENHO INDUSTRIAL;DOUTORADO;3;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;33001014;UFSCAR;FEDERAL;FAPEAM;33001014001P0;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;33001014;UFSCAR;FEDERAL;FAPEAM;33001014005P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;33001014;UFSCAR;FEDERAL;FAPEAM;33001014025P6;SOCIOLOGIA;CIÊNCIAS HUMANAS;SOCIOLOGIA;SOCIOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;FAPEAM;33002010005P1;MATEMÁTICA;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;MATEMÁTICA;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;FAPEAM;33003017031P9;TEORIA E HISTÓRIA LITERÁRIA;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LETRAS;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;FAPEAM;33003017066P7;FILOSOFIA;CIÊNCIAS HUMANAS;FILOSOFIA;FILOSOFIA;DOUTORADO;2;ESTRATÉGICO
2022;BAURU;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );33004056;UNESP-BAURU;ESTADUAL;FAPEAM;33004056083P7;CIÊNCIA E TECNOLOGIA DE MATERIAIS;MULTIDISCIPLINAR;MATERIAIS;MATERIAIS;DOUTORADO;3;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;FAPEAM;40001016021P0;ENGENHARIA DE RECURSOS HÍDRICOS E AMBIENTAL;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA HIDRÁULICA;DOUTORADO;1;ESTRATÉGICO
2022;FLORIANÓPOLIS;SC;SUL;UNIVERSIDADE FEDERAL DE SANTA CATARINA;41001010;UFSC;FEDERAL;FAPEAM;41001010014P0;LINGÜÍSTICA;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LINGÜÍSTICA;DOUTORADO;2;ESTRATÉGICO
2022;FLORIANÓPOLIS;SC;SUL;UNIVERSIDADE FEDERAL DE SANTA CATARINA;41001010;UFSC;FEDERAL;FAPEAM;41001010039P3;EDUCAÇÃO FÍSICA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;EDUCAÇÃO FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;ITAJAÍ;SC;SUL;UNIVERSIDADE DO VALE DO ITAJAÍ;41005015;UNIVALI;PARTICULAR;FAPEAM;41005015005P3;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;SANTA MARIA;RS;SUL;UNIVERSIDADE FEDERAL DE SANTA MARIA;42002010;UFSM;FEDERAL;FAPEAM;42002010031P1;COMUNICAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO E INFORMAÇÃO;COMUNICAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;SÃO LEOPOLDO;RS;SUL;UNIVERSIDADE DO VALE DO RIO DOS SINOS;42007011;UNISINOS;PARTICULAR;FAPEAM;42007011003P6;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;SÃO LEOPOLDO;RS;SUL;UNIVERSIDADE DO VALE DO RIO DOS SINOS;42007011;UNISINOS;PARTICULAR;FAPEAM;42007011007P1;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;BRASÍLIA;DF;CENTRO-OESTE;UNIVERSIDADE DE BRASÍLIA;53001010;UNB;FEDERAL;FAPEAM;53001010023P3;LINGÜÍSTICA;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LINGÜÍSTICA;DOUTORADO;1;ESTRATÉGICO
2022;MACAPÁ;AP;NORTE;UNIVERSIDADE FEDERAL DO AMAPÁ;14001012;UNIFAP;FEDERAL;FAPEAP;12001015038P1;Biodiversidade e Biotecnologia - Rede BIONORTE;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;MACAPÁ;AP;NORTE;UNIVERSIDADE FEDERAL DO AMAPÁ;14001012;UNIFAP;FEDERAL;FAPEAP;52001016062P2;Inovação Farmacêutica;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;33147019001P2;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FISIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;51001012028P6;CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;51005018172P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;2;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016001P3;MATEMÁTICA;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;MATEMÁTICA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016002P0;HISTÓRIA;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA;DOUTORADO;2;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016005P9;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FISIOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016011P9;FILOSOFIA;CIÊNCIAS HUMANAS;FILOSOFIA;FILOSOFIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016012P5;GEOGRAFIA;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016019P0;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016027P2;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016031P0;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016032P6;AGRONEGÓCIO;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016036P1;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;DOUTORADO;3;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016043P8;ANTROPOLOGIA SOCIAL;CIÊNCIAS HUMANAS;ANTROPOLOGIA / ARQUEOLOGIA;ANTROPOLOGIA;DOUTORADO;3;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016053P3;BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;PARASITOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016056P2;GENÉTICA E BIOLOGIA MOLECULAR;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;6;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016058P5;Performances Culturais;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;DOUTORADO;4;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016062P2;Inovação Farmacêutica;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;52001016064P5;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;DOUTORADO;6;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE GOIÁS;52001016;UFG;FEDERAL;FAPEG;53001010100P8;Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;GOIÂNIA;GO;CENTRO-OESTE;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;52010015;IFGoiano;FEDERAL;FAPEG;52010015004P8;Ciências Agrárias - Agronomia;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;1;ESTRATÉGICO
2022;ANÁPOLIS;GO;CENTRO-OESTE;UNIVERSIDADE ESTADUAL DE GOIÁS;52012018;UEG;ESTADUAL;FAPEG;51005018172P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;ANÁPOLIS;GO;CENTRO-OESTE;UNIVERSIDADE ESTADUAL DE GOIÁS;52012018;UEG;ESTADUAL;FAPEG;52012018005P7;RECURSOS NATURAIS DO CERRADO (RENAC);MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DOUTORADO;1;ESTRATÉGICO
2022;CATALÃO;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE CATALÃO;52059006;UFCAT;FEDERAL;FAPEG;52059006001P8;CIÊNCIAS EXATAS E TECNOLÓGICAS;MULTIDISCIPLINAR;MATERIAIS;MATERIAIS;DOUTORADO;1;ESTRATÉGICO
2022;JATAÍ;GO;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE JATAÍ;52060004;UFJ;FEDERAL;FAPEG;52060004005P8;GEOGRAFIA ( CAMPUS JATAI );CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;DOUTORADO;1;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019001P8;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;2;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019002P4;AGRICULTURA TROPICAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;1;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019003P0;ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019005P3;HISTÓRIA;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA;DOUTORADO;3;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019008P2;ESTUDOS DE LINGUAGEM;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LETRAS;DOUTORADO;2;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019014P2;CIÊNCIA ANIMAL;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;DOUTORADO;1;ESTRATÉGICO
2022;CUIABÁ;MT;CENTRO-OESTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;50001019;UFMT;FEDERAL;FAPEMAT;50001019017P1;CIÊNCIAS VETERINÁRIAS;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;DOUTORADO;1;ESTRATÉGICO
2022;CÁCERES;MT;CENTRO-OESTE;UNIVERSIDADE DO ESTADO DE MATO GROSSO;50002015;UNEMAT;ESTADUAL;FAPEMAT;50002015001P4;CIÊNCIAS AMBIENTAIS;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DOUTORADO;6;ESTRATÉGICO
2022;CÁCERES;MT;CENTRO-OESTE;UNIVERSIDADE DO ESTADO DE MATO GROSSO;50002015;UNEMAT;ESTADUAL;FAPEMAT;50002015002P0;ECOLOGIA E CONSERVAÇÃO;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;DOUTORADO;5;ESTRATÉGICO
2022;CÁCERES;MT;CENTRO-OESTE;UNIVERSIDADE DO ESTADO DE MATO GROSSO;50002015;UNEMAT;ESTADUAL;FAPEMAT;50002015003P7;Línguística;LINGÜÍSTICA, LETRAS E ARTES;LINGUíSTICA E LITERATURA;LINGÜÍSTICA;DOUTORADO;7;ESTRATÉGICO
2022;TERESINA;PI;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;21001014;FUFPI;FEDERAL;FAPEPI;21001014001P6;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;TERESINA;PI;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;21001014;FUFPI;FEDERAL;FAPEPI;21001014003P9;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;10;ESTRATÉGICO
2022;TERESINA;PI;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;21001014;FUFPI;FEDERAL;FAPEPI;21001014007P4;AGRONOMIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;2;ESTRATÉGICO
2022;TERESINA;PI;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;21001014;FUFPI;FEDERAL;FAPEPI;21001014020P0;ALIMENTOS E NUTRIÇÃO;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;CIÊNCIA DE ALIMENTOS;DOUTORADO;5;ESTRATÉGICO
2022;TERESINA;PI;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;21001014;FUFPI;FEDERAL;FAPEPI;21001014024P6;CIÊNCIA E ENGENHARIA DOS MATERIAIS;MULTIDISCIPLINAR;MATERIAIS;MATERIAIS;DOUTORADO;4;ESTRATÉGICO
2022;TERESINA;PI;NORDESTE;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;21001014;FUFPI;FEDERAL;FAPEPI;22001018074P6;DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP-UFERSA;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DOUTORADO;5;ESTRATÉGICO
