AN_REFERENCIA;NM_MUNICIPIO_IES_CAPES;SG_UF_IES_CAPES;NM_REGIAO_IES_CAPES;NM_IES_CAPES;CD_IES_CAPES;SG_IES_CAPES;NM_NATUREZA_JURIDICA;SG_PROGRAMA_FOMENTO;CD_PROGRAMA;NM_PROGRAMA;NM_GRANDE_AREA;NM_AREA_AVALIACAO;NM_AREA_CONHECIMENTO;NM_NIVEL_PADRAO;QT_BOLSAS_CONCEDIDAS;TP_PROGRAMA
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;33001014;UFSCAR;FEDERAL;AE;33001014004P9;CIÊNCIA E ENGENHARIA DOS MATERIAIS;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA DE MATERIAIS E METALÚRGICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;33001014;UFSCAR;FEDERAL;AE;33001014006P1;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;33001014;UFSCAR;FEDERAL;AE;33001014016P7;FISIOTERAPIA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;FISIOTERAPIA E TERAPIA OCUPACIONAL;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010002P2;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010022P3;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010024P6;BIOLOGIA DE SISTEMAS;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010026P9;CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;PARASITOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010046P0;ENGENHARIA MECÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA MECÂNICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010061P9;ALERGIA E IMUNOPATOLOGIA;CIÊNCIAS DA SAÚDE;MEDICINA II;ALERGOLOGIA E IMUNOLOGIA CLÍNICA;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010066P0;SAÚDE COLETIVA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;MEDICINA PREVENTIVA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010079P5;Farmácia (Fisiopatologia e Toxicologia);CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010083P2;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010120P5;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;4;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010191P0;QUIMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO;33002010;USP;ESTADUAL;AE;33002010242P3;EPIDEMIOLOGIA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;EPIDEMIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029003P4;CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FARMACOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029005P7;CIÊNCIAS BIOLÓGICAS (GENÉTICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;GENÉTICA;DOUTORADO;1;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029006P3;BIOLOGIA CELULAR E MOLECULAR;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;1;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029017P5;ENFERMAGEM FUNDAMENTAL;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029023P5;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029026P4;IMUNOLOGIA BÁSICA E APLICADA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;IMUNOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029027P0;ENFERMAGEM EM SAÚDE PÚBLICA;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029031P8;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;RIBEIRÃO PRETO;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );33002029;USP/RP;ESTADUAL;AE;33002029039P9;TOXICOLOGIA;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);33002045;USP/SC;ESTADUAL;AE;33002045002P9;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);33002045;USP/SC;ESTADUAL;AE;33002045004P1;CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);33002045;USP/SC;ESTADUAL;AE;33002045011P8;ENGENHARIA MECÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA MECÂNICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);33002045;USP/SC;ESTADUAL;AE;33002045013P0;ENGENHARIA DE TRANSPORTES;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA DE TRANSPORTES;DOUTORADO;1;ESTRATÉGICO
2022;SÃO CARLOS;SP;SUDESTE;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);33002045;USP/SC;ESTADUAL;AE;33002045020P7;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;LORENA;SP;SUDESTE;ESCOLA DE ENGENHARIA DE LORENA;33002088;USP/EEL;ESTADUAL;AE;33002088003P7;BIOTECNOLOGIA INDUSTRIAL;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017021P3;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017033P1;Biologia Molecular e Morfofuncional;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;2;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017034P8;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;DOUTORADO;2;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017058P4;SAÚDE COLETIVA;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;MEDICINA PREVENTIVA;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017065P0;CLÍNICA MÉDICA;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017069P6;GERONTOLOGIA;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;DOUTORADO;1;ESTRATÉGICO
2022;CAMPINAS;SP;SUDESTE;UNIVERSIDADE ESTADUAL DE CAMPINAS;33003017;UNICAMP;ESTADUAL;AE;33003017072P7;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;1;ESTRATÉGICO
2022;ARARAQUARA;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );33004030;UNESP-ARAR;ESTADUAL;AE;33004030078P6;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;1;ESTRATÉGICO
2022;BAURU;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );33004056;UNESP-BAURU;ESTADUAL;AE;33004056083P7;CIÊNCIA E TECNOLOGIA DE MATERIAIS;MULTIDISCIPLINAR;MATERIAIS;MATERIAIS;DOUTORADO;1;ESTRATÉGICO
2022;BOTUCATU;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );33004064;UNESP-BOT;ESTADUAL;AE;33004064020P0;FISIOPATOLOGIA EM CLÍNICA MÉDICA;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;1;ESTRATÉGICO
2022;BOTUCATU;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );33004064;UNESP-BOT;ESTADUAL;AE;33004064065P4;DOENÇAS TROPICAIS;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;2;ESTRATÉGICO
2022;GUARATINGUETÁ;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );33004080;UNESP-GUAR;ESTADUAL;AE;33004080051P4;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO );33004153;UNESP-SJRP;ESTADUAL;AE;33004153074P9;MICROBIOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015001P0;CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOLOGIA MOLECULAR;DOUTORADO;3;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015002P7;FARMACOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FARMACOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015003P3;MICROBIOLOGIA E IMUNOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015019P7;PEDIATRIA E CIÊNCIAS APLICADAS À PEDIATRIA;CIÊNCIAS DA SAÚDE;MEDICINA II;PEDIATRIA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015020P5;MEDICINA (PNEUMOLOGIA);CIÊNCIAS DA SAÚDE;MEDICINA I;PNEUMOLOGIA;DOUTORADO;4;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015030P0;INFECTOLOGIA;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015034P6;BIOLOGIA ESTRUTURAL E FUNCIONAL;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015035P2;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015045P8;Saúde Baseada em Evidências;CIÊNCIAS DA SAÚDE;MEDICINA I;CLÍNICA MÉDICA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015069P4;MEDICINA TRANSLACIONAL;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;DOUTORADO;1;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE FEDERAL DE SÃO PAULO;33009015;UNIFESP;FEDERAL;AE;33009015070P2;INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;DOUTORADO;2;ESTRATÉGICO
2022;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;33011010;ITA;FEDERAL;AE;33011010008P0;ENGENHARIA AERONÂUTICA E MECÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA AEROESPACIAL;DOUTORADO;4;ESTRATÉGICO
2022;SÃO PAULO;SP;SUDESTE;UNIVERSIDADE PRESBITERIANA MACKENZIE;33024014;UPM;PARTICULAR;AE;33024014020P7;ARQUITETURA E URBANISMO;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA, URBANISMO E DESIGN;ARQUITETURA E URBANISMO;DOUTORADO;2;ESTRATÉGICO
2022;SANTO ANDRÉ;SP;SUDESTE;UNIVERSIDADE FEDERAL DO ABC;33144010;UFABC;FEDERAL;AE;33144010001P7;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;SANTO ANDRÉ;SP;SUDESTE;UNIVERSIDADE FEDERAL DO ABC;33144010;UFABC;FEDERAL;AE;33144010006P9;NANOCIÊNCIAS E MATERIAIS AVANÇADOS;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016003P2;CIÊNCIAS (BIOQUÍMICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016007P8;BIOLOGIA CELULAR E MOLECULAR;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;MORFOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016026P2;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;2;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016033P9;ENGENHARIA E CIÊNCIA DOS MATERIAIS;MULTIDISCIPLINAR;MATERIAIS;MATERIAIS;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016034P5;INFORMÁTICA;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;6;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016036P8;Engenharia de Bioprocessos e Biotecnologia;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016040P5;ENGENHARIA MECÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA MECÂNICA;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016042P8;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;2;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016044P0;MICROBIOLOGIA, PARASITOLOGIA E PATOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;5;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016045P7;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;UNIVERSIDADE FEDERAL DO PARANÁ;40001016;UFPR;FEDERAL;AE;40001016047P0;EDUCAÇÃO FÍSICA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;EDUCAÇÃO FÍSICA;DOUTORADO;1;ESTRATÉGICO
2022;LONDRINA;PR;SUL;UNIVERSIDADE ESTADUAL DE LONDRINA;40002012;UEL;ESTADUAL;AE;40002012016P3;MICROBIOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS III;MICROBIOLOGIA;DOUTORADO;2;ESTRATÉGICO
2022;LONDRINA;PR;SUL;UNIVERSIDADE ESTADUAL DE LONDRINA;40002012;UEL;ESTADUAL;AE;40002012026P9;PATOLOGIA EXPERIMENTAL;CIÊNCIAS DA SAÚDE;MEDICINA II;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DOUTORADO;2;ESTRATÉGICO
2022;LONDRINA;PR;SUL;UNIVERSIDADE ESTADUAL DE LONDRINA;40002012;UEL;ESTADUAL;AE;40002012046P0;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;DOUTORADO;2;ESTRATÉGICO
2022;CURITIBA;PR;SUL;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;40003019;PUC/PR;PARTICULAR;AE;40003019004P1;INFORMÁTICA;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;SISTEMA DE COMPUTAÇÃO;DOUTORADO;1;ESTRATÉGICO
2022;CURITIBA;PR;SUL;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;40003019;PUC/PR;PARTICULAR;AE;40003019005P8;ENGENHARIA MECÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA MECÂNICA;DOUTORADO;2;ESTRATÉGICO
2022;CURITIBA;PR;SUL;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;40003019;PUC/PR;PARTICULAR;AE;40003019013P0;CIENCIAS DA SAUDE;CIÊNCIAS DA SAÚDE;MEDICINA I;MEDICINA;DOUTORADO;3;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015001P9;CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;3;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015002P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;3;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015003P1;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;DOUTORADO;2;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015011P4;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA DA MATÉRIA CONDENSADA;DOUTORADO;1;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015018P9;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;3;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015021P0;CIÊNCIAS DA SAÚDE;CIÊNCIAS DA SAÚDE;MEDICINA II;DOENÇAS INFECCIOSAS E PARASITÁRIAS;DOUTORADO;2;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015022P6;Biociências e Fisiopatologia;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;3;ESTRATÉGICO
2022;MARINGÁ;PR;SUL;UNIVERSIDADE ESTADUAL DE MARINGÁ;40004015;UEM;ESTADUAL;AE;40004015024P9;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
2022;PONTA GROSSA;PR;SUL;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;40005011;UEPG;ESTADUAL;AE;40005011004P4;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;DOUTORADO;1;ESTRATÉGICO
2022;FLORIANÓPOLIS;SC;SUL;UNIVERSIDADE FEDERAL DE SANTA CATARINA;41001010;UFSC;FEDERAL;AE;41001010009P7;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;2;ESTRATÉGICO
